vID,sID,week,dateIN-OUT,temp,invasion,block,cageID,rep,PAL-M,PAL-F,RUB-M,RUB-F,BIR-M,PST-M,PAN-M,unID-F,Asobara,Diapriid,all-F
220,S0.1,I1.2,,CTRL,CLOSED,B2,C-20,A,3,2,1,1,1,4,NA,10,20,0,NA
221,S0.1,I1.2,,CTRL,CLOSED,B2,C-20,B,5,4,1,2,0,3,NA,2,23,0,NA
222,S0.1,I1.2,,CTRL,CLOSED,B2,C-20,C,10,15,0,2,0,4,NA,9,33,0,NA
223,S0.1,I1.2,,CTRL,CLOSED,B2,C-21,A,24,26,0,0,0,2,NA,3,35,0,NA
224,S0.1,I1.2,,CTRL,CLOSED,B2,C-21,B,13,10,0,0,2,0,NA,6,53,0,NA
225,S0.1,I1.2,,CTRL,CLOSED,B2,C-21,C,25,18,4,4,0,0,NA,2,21,0,NA
226,S0.1,I1.2,,CTRL,CLOSED,B2,C-22,A,5,5,8,8,3,2,NA,2,17,0,NA
227,S0.1,I1.2,,CTRL,CLOSED,B2,C-22,B,10,22,1,0,7,2,NA,4,19,0,NA
228,S0.1,I1.2,,CTRL,CLOSED,B2,C-22,C,37,48,0,0,3,2,NA,1,5,0,NA
229,S0.1,I1.2,,CTRL,CLOSED,B2,C-23,A,21,15,1,0,4,7,NA,9,24,0,NA
230,S0.1,I1.2,,CTRL,CLOSED,B2,C-23,B,12,14,2,3,1,8,NA,9,19,0,NA
231,S0.1,I1.2,,CTRL,CLOSED,B2,C-23,C,26,16,0,0,2,7,NA,11,15,0,NA
232,S0.1,I1.2,,CTRL,CLOSED,B2,C-24,A,24,26,0,0,0,1,NA,1,8,0,NA
233,S0.1,I1.2,,CTRL,CLOSED,B2,C-24,B,17,17,0,0,12,8,NA,30,17,0,NA
234,S0.1,I1.2,,CTRL,CLOSED,B2,C-24,C,10,14,3,2,6,14,NA,15,11,0,NA
235,S0.1,I1.2,,CTRL,CLOSED,B2,C-25,A,6,7,0,0,1,17,NA,16,43,0,NA
236,S0.1,I1.2,,CTRL,CLOSED,B2,C-25,B,19,24,0,0,0,17,NA,8,13,0,NA
237,S0.1,I1.2,,CTRL,CLOSED,B2,C-25,C,21,17,0,0,1,7,NA,7,32,0,NA
238,S0.1,I1.2,,CTRL,CLOSED,B2,C-26,A,13,30,9,5,1,6,NA,6,8,0,NA
239,S0.1,I1.2,,CTRL,CLOSED,B2,C-26,B,19,19,5,5,3,1,NA,6,5,0,NA
240,S0.1,I1.2,,CTRL,CLOSED,B2,C-26,C,15,19,6,6,1,1,NA,0,2,0,NA
241,S0.1,I1.2,,CTRL,CLOSED,B2,C-27,A,3,6,4,1,0,8,NA,5,18,0,NA
242,S0.1,I1.2,,CTRL,CLOSED,B2,C-27,B,21,12,2,3,2,3,NA,5,24,0,NA
243,S0.1,I1.2,,CTRL,CLOSED,B2,C-27,C,16,15,6,4,4,6,NA,15,18,0,NA
244,S0.1,I1.2,,CTRL,CLOSED,B2,C-28,A,15,15,8,5,0,10,NA,11,24,0,NA
245,S0.1,I1.2,,CTRL,CLOSED,B2,C-28,B,25,28,0,1,0,4,NA,3,20,0,NA
246,S0.1,I1.2,,CTRL,CLOSED,B2,C-28,C,24,34,0,0,5,10,NA,11,24,0,NA
247,S0.1,I1.2,,CTRL,CLOSED,B2,C-29,A,49,46,0,1,1,5,NA,3,4,0,NA
248,S0.1,I1.2,,CTRL,CLOSED,B2,C-29,B,42,31,2,4,3,3,NA,5,10,0,NA
249,S0.1,I1.2,,CTRL,CLOSED,B2,C-29,C,37,29,2,0,5,5,NA,12,16,0,NA
250,S0.1,I1.2,,CTRL,CLOSED,B2,C-30,A,20,17,0,0,0,1,NA,0,40,0,NA
251,S0.1,I1.2,,CTRL,CLOSED,B2,C-30,B,9,9,0,4,1,8,NA,14,40,0,NA
252,S0.1,I1.2,,CTRL,CLOSED,B2,C-30,C,6,7,6,10,1,3,NA,3,15,0,NA
253,S0.2,I3.2,,CTRL,CLOSED,B2,C-19,A,9,19,2,3,1,2,NA,3,20,4,NA
254,S0.2,I3.2,,CTRL,CLOSED,B2,C-19,B,20,32,0,0,0,2,NA,2,7,2,NA
255,S0.2,I3.2,,CTRL,CLOSED,B2,C-19,C,28,25,1,0,0,0,NA,0,1,5,NA
256,S0.2,I3.2,,CTRL,CLOSED,B2,C-20,A,22,31,0,0,0,7,NA,4,7,1,NA
257,S0.2,I3.2,,CTRL,CLOSED,B2,C-20,B,12,23,1,1,0,4,NA,3,1,3,NA
258,S0.2,I3.2,,CTRL,CLOSED,B2,C-20,C,30,24,2,0,0,1,NA,4,4,2,NA
259,S0.2,I3.2,,CTRL,CLOSED,B2,C-21,A,17,14,0,0,1,10,NA,7,33,5,NA
260,S0.2,I3.2,,CTRL,CLOSED,B2,C-21,B,8,21,1,2,4,0,NA,6,21,2,NA
261,S0.2,I3.2,,CTRL,CLOSED,B2,C-21,C,16,23,0,0,1,5,NA,9,22,8,NA
262,S0.2,I3.2,,CTRL,CLOSED,B2,C-22,A,13,15,1,2,0,8,NA,8,15,3,NA
263,S0.2,I3.2,,CTRL,CLOSED,B2,C-22,B,21,17,2,3,0,2,NA,4,14,3,NA
264,S0.2,I3.2,,CTRL,CLOSED,B2,C-22,C,25,40,0,0,0,3,NA,12,1,4,NA
265,S0.2,I3.2,,CTRL,CLOSED,B2,C-23,A,30,31,0,1,0,1,NA,3,1,6,NA
266,S0.2,I3.2,,CTRL,CLOSED,B2,C-23,B,36,36,0,0,0,3,NA,2,3,4,NA
267,S0.2,I3.2,,CTRL,CLOSED,B2,C-23,C,26,28,0,0,0,2,NA,3,2,3,NA
268,S0.2,I3.2,,CTRL,CLOSED,B2,C-24,A,16,17,3,3,0,1,NA,0,1,5,NA
269,S0.2,I3.2,,CTRL,CLOSED,B2,C-24,B,20,26,4,2,0,6,NA,4,19,7,NA
270,S0.2,I3.2,,CTRL,CLOSED,B2,C-24,C,28,25,1,1,0,1,NA,0,0,3,NA
271,S0.2,I3.2,,CTRL,CLOSED,B2,C-25,A,21,21,5,4,0,1,NA,1,7,0,NA
272,S0.2,I3.2,,CTRL,CLOSED,B2,C-25,B,10,20,4,5,0,2,NA,10,4,0,NA
273,S0.2,I3.2,,CTRL,CLOSED,B2,C-25,C,19,17,4,1,1,9,NA,7,16,3,NA
274,S0.2,I3.2,,CTRL,CLOSED,B2,C-26,A,25,27,0,0,0,1,NA,2,1,2,NA
275,S0.2,I3.2,,CTRL,CLOSED,B2,C-26,B,22,20,3,6,0,2,NA,0,3,0,NA
276,S0.2,I3.2,,CTRL,CLOSED,B2,C-26,C,18,31,0,0,0,2,NA,3,8,2,NA
277,S0.2,I3.2,,CTRL,CLOSED,B2,C-27,A,17,21,0,2,0,4,NA,6,13,9,NA
278,S0.2,I3.2,,CTRL,CLOSED,B2,C-27,B,20,15,7,4,0,3,NA,6,13,2,NA
279,S0.2,I3.2,,CTRL,CLOSED,B2,C-27,C,26,33,2,3,0,2,NA,0,2,5,NA
280,S0.2,I3.2,,CTRL,CLOSED,B2,C-28,A,22,30,3,4,0,9,NA,5,8,1,NA
281,S0.2,I3.2,,CTRL,CLOSED,B2,C-28,B,13,19,1,5,1,6,NA,5,10,1,NA
282,S0.2,I3.2,,CTRL,CLOSED,B2,C-28,C,33,36,0,0,0,0,NA,1,0,1,NA
283,S0.2,I3.2,,CTRL,CLOSED,B2,C-29,A,15,14,2,8,0,9,NA,5,15,3,NA
284,S0.2,I3.2,,CTRL,CLOSED,B2,C-29,B,22,28,2,6,0,1,NA,0,9,1,NA
285,S0.2,I3.2,,CTRL,CLOSED,B2,C-29,C,15,17,4,5,0,1,NA,0,2,2,NA
286,S0.2,I3.2,,CTRL,CLOSED,B2,C-30,A,18,31,3,0,0,2,NA,5,6,2,NA
287,S0.2,I3.2,,CTRL,CLOSED,B2,C-30,B,32,33,0,0,1,3,NA,3,6,2,NA
288,S0.2,I3.2,,CTRL,CLOSED,B2,C-30,C,17,34,0,0,2,6,NA,7,6,5,NA
289,S0.3,I4.2,,CTRL,CLOSED,B2,C-19,A,23,33,0,0,0,2,NA,1,0,2,NA
290,S0.3,I4.2,,CTRL,CLOSED,B2,C-19,B,30,21,0,0,0,0,NA,2,2,5,NA
291,S0.3,I4.2,,CTRL,CLOSED,B2,C-19,C,39,27,0,0,0,2,NA,5,3,1,NA
292,S0.3,I4.2,,CTRL,CLOSED,B2,C-20,A,16,20,0,0,2,5,NA,19,3,2,NA
293,S0.3,I4.2,,CTRL,CLOSED,B2,C-20,B,32,27,0,0,0,2,NA,3,1,6,NA
294,S0.3,I4.2,,CTRL,CLOSED,B2,C-20,C,19,23,0,0,0,2,NA,0,0,5,NA
295,S0.3,I4.2,,CTRL,CLOSED,B2,C-21,A,31,30,0,0,0,0,NA,7,0,0,NA
296,S0.3,I4.2,,CTRL,CLOSED,B2,C-21,B,20,26,0,0,0,4,NA,8,5,2,NA
297,S0.3,I4.2,,CTRL,CLOSED,B2,C-21,C,27,27,0,0,0,1,NA,2,6,2,NA
298,S0.3,I4.2,,CTRL,CLOSED,B2,C-22,A,33,33,0,0,1,6,NA,11,5,2,NA
299,S0.3,I4.2,,CTRL,CLOSED,B2,C-22,B,25,19,0,0,1,4,NA,12,0,5,NA
300,S0.3,I4.2,,CTRL,CLOSED,B2,C-22,C,29,24,0,0,0,1,NA,1,3,3,NA
301,S0.3,I4.2,,CTRL,CLOSED,B2,C-23,A,22,20,0,0,0,9,NA,9,0,6,NA
302,S0.3,I4.2,,CTRL,CLOSED,B2,C-23,B,30,32,0,0,1,2,NA,4,4,0,NA
303,S0.3,I4.2,,CTRL,CLOSED,B2,C-23,C,31,23,0,0,0,0,NA,1,3,4,NA
304,S0.3,I4.2,,CTRL,CLOSED,B2,C-24,A,24,21,0,0,0,0,NA,1,2,4,NA
305,S0.3,I4.2,,CTRL,CLOSED,B2,C-24,B,28,27,0,0,0,0,NA,2,0,2,NA
306,S0.3,I4.2,,CTRL,CLOSED,B2,C-24,C,30,19,0,0,0,2,NA,0,0,6,NA
307,S0.3,I4.2,,CTRL,CLOSED,B2,C-25,A,22,23,0,0,0,2,NA,0,0,2,NA
308,S0.3,I4.2,,CTRL,CLOSED,B2,C-25,B,24,26,0,0,0,3,NA,1,0,1,NA
309,S0.3,I4.2,,CTRL,CLOSED,B2,C-25,C,30,18,0,0,1,0,NA,0,1,2,NA
310,S0.3,I4.2,,CTRL,CLOSED,B2,C-26,A,24,26,0,0,0,1,NA,1,1,0,NA
311,S0.3,I4.2,,CTRL,CLOSED,B2,C-26,B,14,24,3,1,0,3,NA,3,1,4,NA
312,S0.3,I4.2,,CTRL,CLOSED,B2,C-26,C,21,15,0,0,0,0,NA,1,0,2,NA
313,S0.3,I4.2,,CTRL,CLOSED,B2,C-27,A,32,23,0,0,0,5,NA,4,0,3,NA
314,S0.3,I4.2,,CTRL,CLOSED,B2,C-27,B,16,35,0,0,0,3,NA,4,1,3,NA
315,S0.3,I4.2,,CTRL,CLOSED,B2,C-27,C,15,29,0,2,0,7,NA,6,0,0,NA
316,S0.3,I4.2,,CTRL,CLOSED,B2,C-28,A,23,39,0,0,0,1,NA,0,0,2,NA
317,S0.3,I4.2,,CTRL,CLOSED,B2,C-28,B,25,34,0,0,1,2,NA,4,0,1,NA
318,S0.3,I4.2,,CTRL,CLOSED,B2,C-28,C,20,26,0,0,0,0,NA,1,1,0,NA
319,S0.3,I4.2,,CTRL,CLOSED,B2,C-29,A,28,28,0,0,0,2,NA,2,2,5,NA
320,S0.3,I4.2,,CTRL,CLOSED,B2,C-29,B,9,25,1,2,0,7,NA,9,11,3,NA
321,S0.3,I4.2,,CTRL,CLOSED,B2,C-29,C,27,16,0,0,0,4,NA,5,11,2,NA
322,S0.3,I4.2,,CTRL,CLOSED,B2,C-30,A,19,19,0,0,0,1,NA,0,0,4,NA
323,S0.3,I4.2,,CTRL,CLOSED,B2,C-30,B,28,29,0,0,0,4,NA,5,1,3,NA
324,S0.3,I4.2,,CTRL,CLOSED,B2,C-30,C,22,28,0,0,0,0,NA,1,0,1,NA
433,S1.1,E7.2,,CTRL,INVAS,B2,C-19,A,39,40,2,2,0,1,0,2,3,1,NA
434,S1.1,E7.2,,CTRL,INVAS,B2,C-19,B,33,34,0,0,0,0,1,3,12,0,NA
435,S1.1,E7.2,,CTRL,INVAS,B2,C-19,C,23,30,0,0,0,0,0,2,6,1,NA
436,S1.1,E7.2,,HW,CLOSED,B2,C-20,A,16,18,0,0,0,1,0,0,22,0,NA
437,S1.1,E7.2,,HW,CLOSED,B2,C-20,B,14,18,0,0,0,2,0,3,22,1,NA
438,S1.1,E7.2,,HW,CLOSED,B2,C-20,C,29,21,2,0,0,0,0,1,5,0,NA
439,S1.1,E7.2,,HW,INVAS,B2,C-21,A,14,15,1,4,0,0,4,6,13,0,NA
440,S1.1,E7.2,,HW,INVAS,B2,C-21,B,10,10,0,4,0,2,1,4,22,2,NA
441,S1.1,E7.2,,HW,INVAS,B2,C-21,C,9,8,0,0,0,0,7,3,25,5,NA
442,S1.1,E7.2,,WARM,CLOSED,B2,C-22,A,13,16,1,0,0,12,0,9,26,7,NA
443,S1.1,E7.2,,WARM,CLOSED,B2,C-22,B,18,20,0,0,0,1,0,3,21,4,NA
444,S1.1,E7.2,,WARM,CLOSED,B2,C-22,C,21,15,0,1,0,2,0,1,42,5,NA
445,S1.1,E7.2,,CTRL,CLOSED,B2,C-23,A,13,22,1,1,0,5,0,8,18,1,NA
446,S1.1,E7.2,,CTRL,CLOSED,B2,C-23,B,22,20,2,2,0,2,0,4,4,5,NA
447,S1.1,E7.2,,CTRL,CLOSED,B2,C-23,C,18,13,3,4,0,2,0,8,14,0,NA
448,S1.1,E7.2,,CTRL,INVAS,B2,C-24,A,28,35,0,0,0,2,0,2,3,1,NA
449,S1.1,E7.2,,CTRL,INVAS,B2,C-24,B,29,40,0,0,0,3,1,5,3,0,NA
450,S1.1,E7.2,,CTRL,INVAS,B2,C-24,C,25,36,0,0,0,10,0,19,11,4,NA
451,S1.1,E7.2,,WARM,INVAS,B2,C-25,A,17,32,0,1,0,0,1,2,4,1,NA
452,S1.1,E7.2,,WARM,INVAS,B2,C-25,B,14,30,1,0,0,3,1,6,0,6,NA
453,S1.1,E7.2,,WARM,INVAS,B2,C-25,C,22,21,0,0,0,0,0,1,15,1,NA
454,S1.1,E7.2,,WARM,CLOSED,B2,C-26,A,21,26,1,2,0,0,0,1,29,0,NA
455,S1.1,E7.2,,WARM,CLOSED,B2,C-26,B,32,39,0,0,0,3,0,1,12,5,NA
456,S1.1,E7.2,,WARM,CLOSED,B2,C-26,C,20,28,0,0,0,1,0,1,6,1,NA
457,S1.1,E7.2,,CTRL,CLOSED,B2,C-27,A,32,24,0,0,0,3,0,1,12,3,NA
458,S1.1,E7.2,,CTRL,CLOSED,B2,C-27,B,35,40,0,0,0,3,1,4,1,2,NA
459,S1.1,E7.2,,CTRL,CLOSED,B2,C-27,C,18,30,0,0,0,5,0,6,12,6,NA
460,S1.1,E7.2,,WARM,INVAS,B2,C-28,A,26,31,0,0,0,0,0,0,4,3,NA
461,S1.1,E7.2,,WARM,INVAS,B2,C-28,B,32,38,0,0,0,0,0,2,7,2,NA
462,S1.1,E7.2,,WARM,INVAS,B2,C-28,C,32,34,0,0,0,3,0,3,0,0,NA
463,S1.1,E7.2,,HW,CLOSED,B2,C-29,A,4,15,0,0,1,4,0,2,27,3,NA
464,S1.1,E7.2,,HW,CLOSED,B2,C-29,B,20,26,1,0,0,1,0,4,12,2,NA
465,S1.1,E7.2,,HW,CLOSED,B2,C-29,C,23,27,1,0,0,0,0,1,9,1,NA
466,S1.1,E7.2,,HW,INVAS,B2,C-30,A,12,19,0,1,0,1,2,4,8,3,NA
467,S1.1,E7.2,,HW,INVAS,B2,C-30,B,0,0,0,0,0,2,5,7,24,1,NA
468,S1.1,E7.2,,HW,INVAS,B2,C-30,C,9,15,1,1,0,0,1,1,24,8,NA
469,S1.2,E10.2,,CTRL,INVAS,B2,C-19,A,12,10,0,0,0,0,0,0,1,1,NA
470,S1.2,E10.2,,CTRL,INVAS,B2,C-19,B,25,15,0,0,0,0,0,0,1,1,NA
471,S1.2,E10.2,,CTRL,INVAS,B2,C-19,C,27,23,0,0,0,0,0,0,0,2,NA
472,S1.2,E10.2,,HW,CLOSED,B2,C-20,A,32,32,0,0,0,0,0,1,9,0,NA
473,S1.2,E10.2,,HW,CLOSED,B2,C-20,B,24,30,0,0,0,1,0,1,9,2,NA
474,S1.2,E10.2,,HW,CLOSED,B2,C-20,C,28,37,0,0,0,0,0,1,9,2,NA
475,S1.2,E10.2,,HW,INVAS,B2,C-21,A,24,36,0,0,0,2,0,2,5,4,NA
476,S1.2,E10.2,,HW,INVAS,B2,C-21,B,24,35,0,0,0,2,0,1,0,0,NA
477,S1.2,E10.2,,HW,INVAS,B2,C-21,C,23,31,1,3,0,0,0,1,5,0,NA
478,S1.2,E10.2,,WARM,CLOSED,B2,C-22,A,4,7,0,0,0,8,0,5,99,6,NA
479,S1.2,E10.2,,WARM,CLOSED,B2,C-22,B,9,6,0,0,0,5,0,5,53,4,NA
480,S1.2,E10.2,,WARM,CLOSED,B2,C-22,C,10,5,0,1,0,3,0,1,59,2,NA
481,S1.2,E10.2,,CTRL,CLOSED,B2,C-23,A,25,32,0,0,0,0,0,3,17,0,NA
482,S1.2,E10.2,,CTRL,CLOSED,B2,C-23,B,32,25,0,0,0,1,0,1,10,0,NA
483,S1.2,E10.2,,CTRL,CLOSED,B2,C-23,C,27,27,0,1,0,0,0,2,6,4,NA
484,S1.2,E10.2,,CTRL,INVAS,B2,C-24,A,31,32,0,0,0,1,0,2,3,1,NA
485,S1.2,E10.2,,CTRL,INVAS,B2,C-24,B,19,34,0,0,0,1,0,1,9,3,NA
486,S1.2,E10.2,,CTRL,INVAS,B2,C-24,C,24,32,0,0,0,0,0,1,5,6,NA
487,S1.2,E10.2,,WARM,INVAS,B2,C-25,A,11,12,2,4,0,1,1,3,16,1,NA
488,S1.2,E10.2,,WARM,INVAS,B2,C-25,B,20,27,1,0,0,2,0,3,26,1,NA
489,S1.2,E10.2,,WARM,INVAS,B2,C-25,C,19,19,1,3,0,5,1,5,39,2,NA
490,S1.2,E10.2,,WARM,CLOSED,B2,C-26,A,22,27,0,0,0,13,0,1,33,2,NA
491,S1.2,E10.2,,WARM,CLOSED,B2,C-26,B,11,31,0,0,0,0,0,0,24,4,NA
492,S1.2,E10.2,,WARM,CLOSED,B2,C-26,C,21,19,0,0,0,2,0,3,38,2,NA
493,S1.2,E10.2,,CTRL,CLOSED,B2,C-27,A,26,27,0,0,0,0,0,0,4,0,NA
494,S1.2,E10.2,,CTRL,CLOSED,B2,C-27,B,28,27,0,0,0,1,0,0,19,3,NA
495,S1.2,E10.2,,CTRL,CLOSED,B2,C-27,C,24,27,0,0,0,0,0,1,10,3,NA
496,S1.2,E10.2,,WARM,INVAS,B2,C-28,A,20,27,0,0,0,0,0,0,2,3,NA
497,S1.2,E10.2,,WARM,INVAS,B2,C-28,B,14,15,0,0,0,0,0,0,3,5,NA
498,S1.2,E10.2,,WARM,INVAS,B2,C-28,C,18,20,0,0,0,0,0,0,0,2,NA
499,S1.2,E10.2,,HW,CLOSED,B2,C-29,A,25,33,0,0,0,3,0,1,40,1,NA
500,S1.2,E10.2,,HW,CLOSED,B2,C-29,B,19,22,1,0,0,9,0,7,34,0,NA
501,S1.2,E10.2,,HW,CLOSED,B2,C-29,C,21,25,0,0,0,5,0,8,42,1,NA
502,S1.2,E10.2,,HW,INVAS,B2,C-30,A,16,32,0,0,0,0,0,0,1,2,NA
503,S1.2,E10.2,,HW,INVAS,B2,C-30,B,14,22,0,0,0,0,1,0,0,0,NA
504,S1.2,E10.2,,HW,INVAS,B2,C-30,C,33,33,1,1,0,2,1,2,9,1,NA
505,S1.3,E13.2,,CTRL,INVAS,B2,C-19,A,28,54,0,0,0,0,1,0,12,0,NA
506,S1.3,E13.2,,CTRL,INVAS,B2,C-19,B,30,36,0,0,0,1,0,1,8,5,NA
507,S1.3,E13.2,,CTRL,INVAS,B2,C-19,C,28,33,0,0,0,1,1,4,8,1,NA
508,S1.3,E13.2,,HW,CLOSED,B2,C-20,A,20,21,0,0,1,0,0,0,42,0,NA
509,S1.3,E13.2,,HW,CLOSED,B2,C-20,B,19,23,0,1,0,1,0,1,40,0,NA
510,S1.3,E13.2,,HW,CLOSED,B2,C-20,C,35,33,0,0,0,0,0,0,20,0,NA
511,S1.3,E13.2,,HW,INVAS,B2,C-21,A,47,51,3,4,0,0,14,14,17,0,NA
512,S1.3,E13.2,,HW,INVAS,B2,C-21,B,35,47,0,0,0,0,0,3,6,0,NA
513,S1.3,E13.2,,HW,INVAS,B2,C-21,C,40,28,2,2,0,0,4,5,7,0,NA
514,S1.3,E13.2,,WARM,CLOSED,B2,C-22,A,14,17,0,0,0,6,0,5,48,0,NA
515,S1.3,E13.2,,WARM,CLOSED,B2,C-22,B,19,24,0,0,0,4,0,3,61,1,NA
516,S1.3,E13.2,,WARM,CLOSED,B2,C-22,C,8,13,2,3,0,2,0,6,61,0,NA
517,S1.3,E13.2,,CTRL,CLOSED,B2,C-23,A,30,30,0,0,0,5,0,6,19,2,NA
518,S1.3,E13.2,,CTRL,CLOSED,B2,C-23,B,26,33,0,0,0,2,0,2,4,0,NA
519,S1.3,E13.2,,CTRL,CLOSED,B2,C-23,C,30,34,1,0,0,6,0,10,51,0,NA
520,S1.3,E13.2,,CTRL,INVAS,B2,C-24,A,37,38,0,0,1,5,0,11,31,0,NA
521,S1.3,E13.2,,CTRL,INVAS,B2,C-24,B,30,32,1,0,0,12,0,19,52,1,NA
522,S1.3,E13.2,,CTRL,INVAS,B2,C-24,C,31,49,0,0,0,3,0,3,14,1,NA
523,S1.3,E13.2,,WARM,INVAS,B2,C-25,A,41,42,0,0,0,1,4,1,8,1,NA
524,S1.3,E13.2,,WARM,INVAS,B2,C-25,B,23,34,0,0,0,0,0,0,11,4,NA
525,S1.3,E13.2,,WARM,INVAS,B2,C-25,C,32,35,0,0,0,0,0,1,19,1,NA
526,S1.3,E13.2,,WARM,CLOSED,B2,C-26,A,25,27,0,0,0,1,0,0,34,2,NA
527,S1.3,E13.2,,WARM,CLOSED,B2,C-26,B,24,12,0,0,0,7,0,4,56,1,NA
528,S1.3,E13.2,,WARM,CLOSED,B2,C-26,C,20,14,0,1,0,2,0,3,51,0,NA
529,S1.3,E13.2,,CTRL,CLOSED,B2,C-27,A,29,33,0,0,0,0,0,2,7,2,NA
530,S1.3,E13.2,,CTRL,CLOSED,B2,C-27,B,27,38,0,0,0,2,0,3,22,0,NA
531,S1.3,E13.2,,CTRL,CLOSED,B2,C-27,C,38,36,0,0,0,2,0,6,11,1,NA
532,S1.3,E13.2,,WARM,INVAS,B2,C-28,A,33,41,0,0,0,0,0,1,4,1,NA
533,S1.3,E13.2,,WARM,INVAS,B2,C-28,B,25,40,0,0,0,0,0,1,3,2,NA
534,S1.3,E13.2,,WARM,INVAS,B2,C-28,C,38,36,0,0,0,0,0,0,0,1,NA
535,S1.3,E13.2,,HW,CLOSED,B2,C-29,A,27,30,0,0,0,0,0,0,41,0,NA
536,S1.3,E13.2,,HW,CLOSED,B2,C-29,B,16,26,0,0,0,0,0,0,60,0,NA
537,S1.3,E13.2,,HW,CLOSED,B2,C-29,C,21,24,0,0,1,2,0,0,68,0,NA
538,S1.3,E13.2,,HW,INVAS,B2,C-30,A,34,37,0,0,0,0,2,1,11,0,NA
539,S1.3,E13.2,,HW,INVAS,B2,C-30,B,35,40,8,3,0,0,0,2,5,1,NA
540,S1.3,E13.2,,HW,INVAS,B2,C-30,C,56,52,0,0,0,0,13,17,5,0,NA
703,S1.4,E16.2,,CTRL,INVAS,B2,C-19,A,15,35,0,0,0,0,0,6,26,1,NA
704,S1.4,E16.2,,CTRL,INVAS,B2,C-19,B,21,19,0,0,0,5,0,5,16,3,NA
705,S1.4,E16.2,,CTRL,INVAS,B2,C-19,C,31,23,0,0,0,3,0,4,8,0,NA
706,S1.4,E16.2,,HW,CLOSED,B2,C-20,A,5,15,0,0,0,3,0,5,35,0,NA
707,S1.4,E16.2,,HW,CLOSED,B2,C-20,B,8,11,0,0,0,2,0,0,64,0,NA
708,S1.4,E16.2,,HW,CLOSED,B2,C-20,C,7,12,0,0,0,0,0,1,43,0,NA
709,S1.4,E16.2,,HW,INVAS,B2,C-21,A,16,22,0,0,0,1,4,5,27,0,NA
710,S1.4,E16.2,,HW,INVAS,B2,C-21,B,15,15,0,0,0,0,7,5,30,0,NA
711,S1.4,E16.2,,HW,INVAS,B2,C-21,C,12,9,0,2,1,1,19,21,37,1,NA
712,S1.4,E16.2,,WARM,CLOSED,B2,C-22,A,2,5,0,0,0,6,0,10,61,0,NA
713,S1.4,E16.2,,WARM,CLOSED,B2,C-22,B,2,0,1,0,0,4,0,13,65,1,NA
714,S1.4,E16.2,,WARM,CLOSED,B2,C-22,C,3,3,0,1,0,1,0,3,86,2,NA
715,S1.4,E16.2,,CTRL,CLOSED,B2,C-23,A,17,35,0,0,0,10,0,19,21,1,NA
716,S1.4,E16.2,,CTRL,CLOSED,B2,C-23,B,21,23,2,2,0,3,0,7,45,0,NA
717,S1.4,E16.2,,CTRL,CLOSED,B2,C-23,C,44,37,0,0,0,5,0,5,16,0,NA
718,S1.4,E16.2,,CTRL,INVAS,B2,C-24,A,28,36,0,0,0,4,0,4,11,0,NA
719,S1.4,E16.2,,CTRL,INVAS,B2,C-24,B,26,35,1,2,0,7,0,9,13,2,NA
720,S1.4,E16.2,,CTRL,INVAS,B2,C-24,C,39,35,0,0,0,2,0,6,21,0,NA
721,S1.4,E16.2,,WARM,INVAS,B2,C-25,A,8,9,1,2,0,2,0,3,62,0,NA
722,S1.4,E16.2,,WARM,INVAS,B2,C-25,B,4,3,1,1,0,1,1,3,67,0,NA
723,S1.4,E16.2,,WARM,INVAS,B2,C-25,C,5,6,3,1,0,1,1,0,56,2,NA
724,S1.4,E16.2,,WARM,CLOSED,B2,C-26,A,6,3,0,0,0,3,0,6,74,0,NA
725,S1.4,E16.2,,WARM,CLOSED,B2,C-26,B,1,1,1,1,0,1,0,3,46,1,NA
726,S1.4,E16.2,,WARM,CLOSED,B2,C-26,C,1,1,7,6,0,1,0,0,84,0,NA
727,S1.4,E16.2,,CTRL,CLOSED,B2,C-27,A,17,24,0,0,0,4,0,1,12,2,NA
728,S1.4,E16.2,,CTRL,CLOSED,B2,C-27,B,25,17,1,2,0,8,0,9,34,2,NA
729,S1.4,E16.2,,CTRL,CLOSED,B2,C-27,C,25,21,0,4,0,9,0,18,35,3,NA
730,S1.4,E16.2,,WARM,INVAS,B2,C-28,A,43,30,2,0,0,1,1,5,13,2,NA
731,S1.4,E16.2,,WARM,INVAS,B2,C-28,B,21,35,0,0,0,0,0,0,9,2,NA
732,S1.4,E16.2,,WARM,INVAS,B2,C-28,C,26,38,0,0,0,0,0,0,15,0,NA
733,S1.4,E16.2,,HW,CLOSED,B2,C-29,A,1,2,0,0,0,1,0,1,60,0,NA
734,S1.4,E16.2,,HW,CLOSED,B2,C-29,B,0,0,0,0,1,0,0,0,78,0,NA
735,S1.4,E16.2,,HW,CLOSED,B2,C-29,C,0,0,0,0,0,3,0,1,64,0,NA
736,S1.4,E16.2,,HW,INVAS,B2,C-30,A,2,3,0,0,0,0,4,2,61,0,NA
737,S1.4,E16.2,,HW,INVAS,B2,C-30,B,4,0,0,0,0,0,8,14,50,0,NA
738,S1.4,E16.2,,HW,INVAS,B2,C-30,C,3,2,0,0,0,1,7,7,69,0,NA
739,S1.5,E19.2,,CTRL,INVAS,B2,C-19,A,42,45,0,0,0,0,3,2,17,0,NA
